slug,title,asset_count,evidence_terms,representative_assets,reason_not_promoted,owner_decision,owner_notes
halloween-jack,Halloween Jack Coloring Pages,6,halloween jack,chibi__chibi-holiday-halloween-jack-o-lantern-faces-variety-coloring-page__0e546b82e0; chibi__chibi-holiday-halloween-jack-o-lantern-glowing-in-window-coloring-page__915e33dd1c; chibi__chibi-holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__1b72f4cc2e; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; holiday__holiday-halloween-jack-o-lantern-faces-variety-coloring-page__f52227a508; holiday__holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__dffc2763f4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
halloween-jack-lantern,Halloween Jack Lantern Coloring Pages,6,halloween jack lantern,chibi__chibi-holiday-halloween-jack-o-lantern-faces-variety-coloring-page__0e546b82e0; chibi__chibi-holiday-halloween-jack-o-lantern-glowing-in-window-coloring-page__915e33dd1c; chibi__chibi-holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__1b72f4cc2e; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; holiday__holiday-halloween-jack-o-lantern-faces-variety-coloring-page__f52227a508; holiday__holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__dffc2763f4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
harpy,Harpy Coloring Pages,6,harpy,birds__birds-harpy-eagle__c4e15d34f5; fantasy__fantasy-battle-harpy-cliffs__709218da62; fantasy__fantasy-creatures-harpy-cliffs__1ea8afbef9; fantasy__fantasy-harpy-cliffs__10f25f1d0a; midieval__midieval-fantasy-harpy__2c87cf5373; mythology__mythology-harpy__e52c7c4ed9,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
hat,Hat Coloring Pages,6,hat,chibi__chibi-holiday-halloween-skeleton-dancing-with-top-hat-coloring-page__3ddcbf334e; chibi__chibi-holiday-halloween-witch-hat-and-potion-bottles-coloring-page__74c5898630; christmas__holiday-christmas-snowman-with-carrot-nose-and-top-hat-coloring-page__d73bbba3f2; holiday__holiday-halloween-skeleton-dancing-with-top-hat-coloring-page__05830cafb9; mandala-geometry-patterns__mandala-geometry-patterns-bakery-baker-hat__85eb9a820b; st-patricks-day__st-patricks-day-puppy-wearing-leprechaun-hat-coloring-page__16a305e6b2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
heart-character,Heart Character Coloring Pages,6,heart character,chibi__chibi-plushie-heart-character__d50306f131; holiday__holiday-birthday-celebration-plushie-heart-character-family__66b0634b05; holiday__holiday-christmas-plushie-heart-character-family__3e9710595e; holiday__holiday-halloween-costume-plushie-heart-character-family__9e562826e6; plushie__plushie-heart-character__6ce188e44d; plushie__plushie-heart-character-family__7ca36df76e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
holiday-halloween-jack,Holiday Halloween Jack Coloring Pages,6,holiday halloween jack,chibi__chibi-holiday-halloween-jack-o-lantern-faces-variety-coloring-page__0e546b82e0; chibi__chibi-holiday-halloween-jack-o-lantern-glowing-in-window-coloring-page__915e33dd1c; chibi__chibi-holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__1b72f4cc2e; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; holiday__holiday-halloween-jack-o-lantern-faces-variety-coloring-page__f52227a508; holiday__holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__dffc2763f4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
holy,Holy Coloring Pages,6,holy,fantasy__fantasy-cleric-holy-tome__0ed6c854ac; fantasy__fantasy-holy-knight__6ba3c07413; fantasy__fantasy-holy-stag__3606292d17; fantasy__fantasy-knight-holy-blade__bdc892eb83; fantasy__fantasy-paladin-holy-aura__7aef0183ae; fantasy__fantasy-paladin-holy-hammer__ca275c23fa,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
hot,Hot Coloring Pages,6,hot,christmas__holiday-christmas-mrs-claus-serving-hot-cocoa-to-santa-coloring-page__2cabc1a43f; mandala-geometry-patterns__mandala-geometry-patterns-japan-hakone-hot-spring-onsen__b5f0e1ef60; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-hot-air-balloon__90684cd20e; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-hot-rod__f70daa8792; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-hot-rod-classic__c6026cd0f5; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-hot-rod-classic-car__a4c19f6032,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
hunt,Hunt Coloring Pages,6,hunt,anime-girls__anime-girl-hydra-hunt__f884e53172; anime-girls__anime-girl-lifeguard-easter-egg-hunt__3cb055d938; fantasy__fantasy-centaur-hunt__f7987d1033; fantasy__fantasy-ranger-forest-hunt__1eca4c2d96; fantasy__fantasy-ranger-forest-hunt-bow-drawn__6175ec1d31; fantasy__fantasy-scout-jungle-hunt__006c2853eb,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
hybrid,Hybrid Coloring Pages,6,hybrid,anime-girls__anime-girl-transforming-into-dragon-hybrid__f2c420a555; insects__insects-beetle-spider-hybrid__052d25ef6c; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-i8-hybrid__3b67a66a3f; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-toyota-prius-hybrid__f49de4b908; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-toyota-prius-hybrid-car__90fb7c9c7c; reptiles__reptiles-tortoise-gator-hybrid__c5e69d293a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
jack-lantern,Jack Lantern Coloring Pages,6,jack lantern,chibi__chibi-holiday-halloween-jack-o-lantern-faces-variety-coloring-page__0e546b82e0; chibi__chibi-holiday-halloween-jack-o-lantern-glowing-in-window-coloring-page__915e33dd1c; chibi__chibi-holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__1b72f4cc2e; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; holiday__holiday-halloween-jack-o-lantern-faces-variety-coloring-page__f52227a508; holiday__holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__dffc2763f4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
joey-holiday,Joey Holiday Coloring Pages,6,joey holiday,holiday__holiday-birthday-celebration-plushie-baby-kangaroo-joey-family__eec8a13ba3; holiday__holiday-birthday-celebration-plushie-koala-joey-family__7f7ed04bdc; holiday__holiday-christmas-plushie-baby-kangaroo-joey-family__2936137b39; holiday__holiday-christmas-plushie-koala-joey-family__476a94dedf; holiday__holiday-halloween-costume-plushie-baby-kangaroo-joey-family__6f9b1745a9; holiday__holiday-halloween-costume-plushie-koala-joey-family__5476982179,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
knight-fantasy,Knight Fantasy Coloring Pages,6,knight fantasy,fantasy__fantasy-chibi-shadow-knight__47c317c3b0; fantasy__fantasy-creatures-dragon-rider-knight__95919bf6e7; fantasy__fantasy-guardian-ant-knight__a904293c67; fantasy__fantasy-holy-knight__6ba3c07413; fantasy__fantasy-shadow-knight__4c49f64f7f; fantasy__fantasy-sky-guardian-knight__2650926161,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
koala-joey,Koala Joey Coloring Pages,6,koala joey,chibi__chibi-plushie-koala-joey__35e84d9388; holiday__holiday-birthday-celebration-plushie-koala-joey-family__7f7ed04bdc; holiday__holiday-christmas-plushie-koala-joey-family__476a94dedf; holiday__holiday-halloween-costume-plushie-koala-joey-family__5476982179; mandala-geometry-patterns__mandala-geometry-patterns-plushie-koala-joey__5ad3f80737; plushie__plushie-koala-joey__0444a38632,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
lit,Lit Coloring Pages,6,lit,chibi__chibi-dungeon-torch-lit-bridge__f3d6daee01; chibi__chibi-dungeon-torch-lit-hallway__d2eb5b84d1; chibi__chibi-holiday-halloween-creepy-castle-with-torch-lit-windows-coloring-pa__08e80ab431; chibi__chibi-holiday-halloween-haunted-mansion-with-lantern-lit-path-coloring-p__e05357e953; christmas__holiday-christmas-christmas-tree-lit-up-in-town-square-coloring-page__e11c99e6fb; holiday__holiday-halloween-haunted-mansion-with-lantern-lit-path-coloring-page__d207ad5dad,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
lockheed,Lockheed Coloring Pages,6,lockheed,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-c-130-hercules__20d3724ef4; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-constellation__0c4c30e57b; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-l-1011-tristar__3b5b75dfd0; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor__f9e439a4b7; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor-fl__0676466f36; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-35-lightning__d9d3965f54,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
locomotive-railway,Locomotive Railway Coloring Pages,6,locomotive railway,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-electric-locomotive-on-rail__56700cbf81; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-bridge-over-river-s__20aaf431d4; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-crossing-with-flash__2329f180b7; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-crossing-with-warni__bc802e98d3; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-maintenance-train-w__093f35a6b5; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-tracks-leading-into__3c54d4a6b3,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
magical,Magical Coloring Pages,6,magical,anime-girls__anime-girl-magical-duel__8eb381fba3; anime-girls__anime-girl-magical-powers__a784c8df43; anime-girls__anime-girl-magical-spell__823830b324; fantasy__fantasy-creatures-magical-unicorn-playing-cards__0e202d55fb; fantasy__fantasy-tiger-magical-forest__b6281ca5a2; midieval__midieval-fantasy-magical-sword__fb197d3ffa,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
martin,Martin Coloring Pages,6,martin,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-aston-martin__ab69db5853; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor__f9e439a4b7; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor-fl__0676466f36; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-35-lightning__d9d3965f54; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-aston-martin-db11__9a3ad2c1da; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-aston-martin-db11-car__1d0cf1e42b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
mask,Mask Coloring Pages,6,mask,chibi__chibi-dungeon-cursed-mask__b5bfc91bc1; indoor-plants__indoor-plants-alocasia-polly-african-mask__b2541755af; indoor-plants__indoor-plants-alocasia-polly-african-mask-potted-plant__284aa2672b; mandala-geometry-patterns__mandala-geometry-patterns-japan-kabuki-actor-mask__6843aa694d; mandala-geometry-patterns__mandala-geometry-patterns-japan-noh-theatre-mask__8ddec88fb9; mandala-geometry-patterns__mandala-geometry-patterns-japanese-noh-theatre-mask__25f6922c47,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
mech,Mech Coloring Pages,6,mech,anime-girls__anime-girl-future-mech__299de64d3f; anime-girls__anime-girl-future-mech__48efe0fb8e; anime-girls__anime-girl-mech-battle__cc5c0afe5a; fantasy__fantasy-artificer-mech-golem__f1d7e3b102; fantasy__fantasy-dragon-mech__37871bc1b5; fantasy__fantasy-runebound-golem-mech__1747daa34b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
medieval-fantasy-enchanted,Medieval Fantasy Enchanted Coloring Pages,6,medieval fantasy enchanted,chibi__chibi-midieval-fantasy-enchanted-armor__bbb71cceda; chibi__chibi-midieval-fantasy-enchanted-forest__f436796253; midieval__midieval-fantasy-enchanted-armor__9663fc4e25; midieval__midieval-fantasy-enchanted-forest__cc76300dea; midieval__midieval-fantasy-enchanted-lanterns__69f8d7ee08; midieval__midieval-fantasy-enchanted-shield__622749e64f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
milk,Milk Coloring Pages,6,milk,anime-girls__anime-girl-rhino-hoodie-plushie-drinking-milk__bb0cc885d6; gardening__gardening-mushroom-lactarius-indigo-blue-milk-cap__0d6c42fcdb; mandala-geometry-patterns__mandala-geometry-patterns-bakery-milk-bread-loaf__8795321ebe; mandala-geometry-patterns__mandala-geometry-patterns-mushroom-lactarius-deliciosus-saffron-milk-cap__b3952b8d63; mandala-geometry-patterns__mandala-geometry-patterns-mushroom-lactarius-indigo-blue-milk-cap__37b003bf76; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-milk-train-with-dai__94a002da52,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
minotaur,Minotaur Coloring Pages,6,minotaur,anime-girls__anime-girl-minotaur-labyrinth-fight__af713cdaff; chibi__chibi-minotaur__dea8f5f8ca; fantasy__fantasy-creatures-minotaur__dfe8580916; fantasy__fantasy-creatures-minotaur-labyrinth__325d208299; fantasy__fantasy-minotaur-maze__1ad4b46f39; mythology__mythology-minotaur__fe7084204b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
moon-chibi-holiday,Moon Chibi Holiday Coloring Pages,6,moon chibi holiday,chibi__chibi-holiday-halloween-black-cat-sitting-on-fence-under-moon-coloring-p__81d2ff4c89; chibi__chibi-holiday-halloween-haunted-house-on-hill-under-full-moon-coloring-p__6de4b2a74b; chibi__chibi-holiday-halloween-vampire-holding-goblet-under-crescent-moon-color__62c9c0a50f; chibi__chibi-holiday-halloween-werewolf-howling-under-full-moon-coloring-page__a6643004a9; chibi__chibi-holiday-halloween-werewolf-standing-atop-rock-under-moon-coloring-__a8e1c3adf2; chibi__chibi-holiday-halloween-witch-flying-on-broomstick-across-moon-coloring-__c631f661fc,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
moon-holiday,Moon Holiday Coloring Pages,6,moon holiday,holiday__holiday-birthday-celebration-plushie-cow-jumps-over-the-moon__deb5945cca; holiday__holiday-birthday-celebration-plushie-moon-family__368bc9acfe; holiday__holiday-halloween-black-cat-sitting-on-fence-under-moon-coloring-page__108e733c60; holiday__holiday-halloween-haunted-house-on-hill-under-full-moon-coloring-page__4846172bbc; holiday__holiday-halloween-werewolf-howling-under-full-moon-coloring-page__31b871d117; holiday__holiday-halloween-witch-flying-on-broomstick-across-moon-coloring-page__addb4ccfba,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
mountain-goat,Mountain Goat Coloring Pages,6,mountain goat,chibi__chibi-plushie-mountain-goat__9ae1bb4cae; holiday__holiday-birthday-celebration-plushie-mountain-goat-family__71701f7384; holiday__holiday-christmas-plushie-mountain-goat-family__dac686aec7; holiday__holiday-halloween-costume-plushie-mountain-goat-family__3bb1257a79; plushie__plushie-mountain-goat__8d99449403; plushie__plushie-mountain-goat-family__b8aebe54a6,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
mythology-dragons,Mythology Dragons Coloring Pages,6,mythology dragons,fantasy__fantasy-mythology-dragons-earth-dragon__fb5e112409; fantasy__fantasy-mythology-dragons-fire-dragon__e3c7d3b9f1; fantasy__fantasy-mythology-dragons-ice-dragon__03ed3e1240; fantasy__fantasy-mythology-dragons-lava-dragon__135143c1e7; fantasy__fantasy-mythology-dragons-lightning-dragon__d7232583d5; fantasy__fantasy-mythology-dragons-wind-dragon__626b7a5c16,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
